condition,onset,duration,value
root,12.0,2.0,1
root,24.75,2.0,1
root,40.5,2.0,1
root,59.25,2.0,1
root,77.0,2.0,1
root,91.75,2.0,1
root,113.5,2.0,1
root,129.25,2.0,1
root,144.0,2.0,1
root,161.75,2.0,1
root,182.5,2.0,1
root,197.25,2.0,1
root,213.0,2.0,1
root,231.75,2.0,1
root,252.5,2.0,1
root,271.25,2.0,1
root,285.0,2.0,1
root,301.75,2.0,1
root,318.5,2.0,1
root,337.25,2.0,1
root,356.0,2.0,1
root,367.75,2.0,1
root,388.5,2.0,1
root,410.25,2.0,1
root,427.0,2.0,1
choice,17.0,0.75,1
choice,29.75,0.75,1
choice,48.5,0.75,1
choice,68.25,0.75,1
choice,85.0,0.75,1
choice,99.75,0.75,1
choice,119.5,0.75,1
choice,133.25,0.75,1
choice,150.0,0.75,1
choice,167.75,0.75,1
choice,188.5,0.75,1
choice,203.25,0.75,1
choice,220.0,0.75,1
choice,239.75,0.75,1
choice,260.5,0.75,1
choice,277.25,0.75,1
choice,291.0,0.75,1
choice,306.75,0.75,1
choice,325.5,0.75,1
choice,343.25,0.75,1
choice,361.0,0.75,1
choice,375.75,0.75,1
choice,397.5,0.75,1
choice,417.25,0.75,1
choice,431.0,0.75,1
feedback,20.75,1.0,1
feedback,33.5,1.0,1
feedback,54.25,1.0,1
feedback,72.0,1.0,1
feedback,87.75,1.0,1
feedback,103.5,1.0,1
feedback,123.25,1.0,1
feedback,138.0,1.0,1
feedback,155.75,1.0,1
feedback,175.5,1.0,1
feedback,192.25,1.0,1
feedback,209.0,1.0,1
feedback,225.75,1.0,1
feedback,245.5,1.0,1
feedback,265.25,1.0,1
feedback,282.0,1.0,1
feedback,297.75,1.0,1
feedback,314.5,1.0,1
feedback,331.25,1.0,1
feedback,349.0,1.0,1
feedback,364.75,1.0,1
feedback,382.5,1.0,1
feedback,404.25,1.0,1
feedback,424.0,1.0,1
feedback,436.75,1.0,1
