condition,onset,duration,value
root,12.0,2.0,1
root,25.75,2.0,1
root,37.5,2.0,1
root,53.25,2.0,1
root,69.0,2.0,1
root,89.75,2.0,1
root,106.5,2.0,1
root,126.25,2.0,1
root,144.0,2.0,1
root,157.75,2.0,1
root,173.5,2.0,1
root,192.25,2.0,1
root,212.0,2.0,1
root,228.75,2.0,1
root,246.5,2.0,1
root,262.25,2.0,1
root,281.0,2.0,1
root,302.75,2.0,1
root,314.5,2.0,1
root,334.25,2.0,1
root,348.0,2.0,1
root,366.75,2.0,1
root,388.5,2.0,1
root,403.25,2.0,1
root,424.0,2.0,1
choice,17.0,0.75,1
choice,30.75,0.75,1
choice,42.5,0.75,1
choice,59.25,0.75,1
choice,78.0,0.75,1
choice,95.75,0.75,1
choice,112.5,0.75,1
choice,134.25,0.75,1
choice,148.0,0.75,1
choice,164.75,0.75,1
choice,181.5,0.75,1
choice,199.25,0.75,1
choice,218.0,0.75,1
choice,234.75,0.75,1
choice,252.5,0.75,1
choice,270.25,0.75,1
choice,289.0,0.75,1
choice,308.75,0.75,1
choice,319.5,0.75,1
choice,338.25,0.75,1
choice,354.0,0.75,1
choice,374.75,0.75,1
choice,395.5,0.75,1
choice,412.25,0.75,1
choice,432.0,0.75,1
feedback,21.75,1.0,1
feedback,34.5,1.0,1
feedback,46.25,1.0,1
feedback,65.0,1.0,1
feedback,83.75,1.0,1
feedback,101.5,1.0,1
feedback,119.25,1.0,1
feedback,141.0,1.0,1
feedback,151.75,1.0,1
feedback,168.5,1.0,1
feedback,188.25,1.0,1
feedback,206.0,1.0,1
feedback,222.75,1.0,1
feedback,240.5,1.0,1
feedback,258.25,1.0,1
feedback,276.0,1.0,1
feedback,292.75,1.0,1
feedback,311.5,1.0,1
feedback,327.25,1.0,1
feedback,342.0,1.0,1
feedback,359.75,1.0,1
feedback,382.5,1.0,1
feedback,399.25,1.0,1
feedback,418.0,1.0,1
feedback,436.75,1.0,1
