condition,onset,duration,value
root,12.0,2.0,1
root,24.75,2.0,1
root,36.5,2.0,1
root,53.25,2.0,1
root,71.0,2.0,1
root,89.75,2.0,1
root,109.5,2.0,1
root,124.25,2.0,1
root,145.0,2.0,1
root,166.75,2.0,1
root,188.5,2.0,1
root,203.25,2.0,1
root,217.0,2.0,1
root,233.75,2.0,1
root,252.5,2.0,1
root,268.25,2.0,1
root,289.0,2.0,1
root,306.75,2.0,1
root,321.5,2.0,1
root,333.25,2.0,1
root,354.0,2.0,1
root,372.75,2.0,1
root,390.5,2.0,1
root,409.25,2.0,1
root,428.0,2.0,1
choice,18.0,0.75,1
choice,29.75,0.75,1
choice,42.5,0.75,1
choice,60.25,0.75,1
choice,77.0,0.75,1
choice,97.75,0.75,1
choice,115.5,0.75,1
choice,131.25,0.75,1
choice,150.0,0.75,1
choice,174.75,0.75,1
choice,194.5,0.75,1
choice,209.25,0.75,1
choice,222.0,0.75,1
choice,240.75,0.75,1
choice,256.5,0.75,1
choice,276.25,0.75,1
choice,297.0,0.75,1
choice,312.75,0.75,1
choice,325.5,0.75,1
choice,341.25,0.75,1
choice,360.0,0.75,1
choice,380.75,0.75,1
choice,399.5,0.75,1
choice,418.25,0.75,1
choice,433.0,0.75,1
feedback,20.75,1.0,1
feedback,33.5,1.0,1
feedback,46.25,1.0,1
feedback,65.0,1.0,1
feedback,82.75,1.0,1
feedback,103.5,1.0,1
feedback,119.25,1.0,1
feedback,139.0,1.0,1
feedback,156.75,1.0,1
feedback,182.5,1.0,1
feedback,199.25,1.0,1
feedback,213.0,1.0,1
feedback,228.75,1.0,1
feedback,246.5,1.0,1
feedback,262.25,1.0,1
feedback,282.0,1.0,1
feedback,302.75,1.0,1
feedback,318.5,1.0,1
feedback,329.25,1.0,1
feedback,347.0,1.0,1
feedback,366.75,1.0,1
feedback,384.5,1.0,1
feedback,404.25,1.0,1
feedback,425.0,1.0,1
feedback,436.75,1.0,1
