condition,onset,duration,value
root,12.0,2.0,1
root,21.75,2.0,1
root,39.5,2.0,1
root,57.25,2.0,1
root,75.0,2.0,1
root,94.75,2.0,1
root,111.5,2.0,1
root,131.25,2.0,1
root,149.0,2.0,1
root,165.75,2.0,1
root,183.5,2.0,1
root,202.25,2.0,1
root,224.0,2.0,1
root,236.75,2.0,1
root,256.5,2.0,1
root,271.25,2.0,1
root,288.0,2.0,1
root,302.75,2.0,1
root,320.5,2.0,1
root,336.25,2.0,1
root,358.0,2.0,1
root,374.75,2.0,1
root,390.5,2.0,1
root,405.25,2.0,1
root,423.0,2.0,1
choice,16.0,0.75,1
choice,30.75,0.75,1
choice,43.5,0.75,1
choice,62.25,0.75,1
choice,82.0,0.75,1
choice,100.75,0.75,1
choice,119.5,0.75,1
choice,139.25,0.75,1
choice,155.0,0.75,1
choice,171.75,0.75,1
choice,189.5,0.75,1
choice,207.25,0.75,1
choice,229.0,0.75,1
choice,243.75,0.75,1
choice,262.5,0.75,1
choice,278.25,0.75,1
choice,294.0,0.75,1
choice,310.75,0.75,1
choice,326.5,0.75,1
choice,345.25,0.75,1
choice,364.0,0.75,1
choice,379.75,0.75,1
choice,398.5,0.75,1
choice,413.25,0.75,1
choice,431.0,0.75,1
feedback,18.75,1.0,1
feedback,35.5,1.0,1
feedback,50.25,1.0,1
feedback,70.0,1.0,1
feedback,89.75,1.0,1
feedback,104.5,1.0,1
feedback,125.25,1.0,1
feedback,143.0,1.0,1
feedback,160.75,1.0,1
feedback,177.5,1.0,1
feedback,195.25,1.0,1
feedback,214.0,1.0,1
feedback,232.75,1.0,1
feedback,249.5,1.0,1
feedback,267.25,1.0,1
feedback,282.0,1.0,1
feedback,299.75,1.0,1
feedback,316.5,1.0,1
feedback,330.25,1.0,1
feedback,352.0,1.0,1
feedback,369.75,1.0,1
feedback,384.5,1.0,1
feedback,402.25,1.0,1
feedback,417.0,1.0,1
feedback,437.75,1.0,1
