condition,onset,duration,value
root,12.0,2.0,1
root,24.75,2.0,1
root,36.5,2.0,1
root,48.25,2.0,1
root,65.0,2.0,1
root,83.75,2.0,1
root,100.5,2.0,1
root,122.25,2.0,1
root,138.0,2.0,1
root,156.75,2.0,1
root,176.5,2.0,1
root,195.25,2.0,1
root,215.0,2.0,1
root,236.75,2.0,1
root,252.5,2.0,1
root,269.25,2.0,1
root,288.0,2.0,1
root,301.75,2.0,1
root,322.5,2.0,1
root,340.25,2.0,1
root,354.0,2.0,1
root,370.75,2.0,1
root,386.5,2.0,1
root,402.25,2.0,1
root,425.0,2.0,1
choice,17.0,0.75,1
choice,29.75,0.75,1
choice,40.5,0.75,1
choice,54.25,0.75,1
choice,73.0,0.75,1
choice,89.75,0.75,1
choice,108.5,0.75,1
choice,128.25,0.75,1
choice,145.0,0.75,1
choice,164.75,0.75,1
choice,184.5,0.75,1
choice,201.25,0.75,1
choice,224.0,0.75,1
choice,242.75,0.75,1
choice,260.5,0.75,1
choice,276.25,0.75,1
choice,293.0,0.75,1
choice,309.75,0.75,1
choice,328.5,0.75,1
choice,344.25,0.75,1
choice,363.0,0.75,1
choice,376.75,0.75,1
choice,391.5,0.75,1
choice,409.25,0.75,1
choice,431.0,0.75,1
feedback,20.75,1.0,1
feedback,33.5,1.0,1
feedback,44.25,1.0,1
feedback,61.0,1.0,1
feedback,78.75,1.0,1
feedback,96.5,1.0,1
feedback,115.25,1.0,1
feedback,132.0,1.0,1
feedback,150.75,1.0,1
feedback,169.5,1.0,1
feedback,189.25,1.0,1
feedback,209.0,1.0,1
feedback,229.75,1.0,1
feedback,246.5,1.0,1
feedback,266.25,1.0,1
feedback,282.0,1.0,1
feedback,295.75,1.0,1
feedback,317.5,1.0,1
feedback,335.25,1.0,1
feedback,348.0,1.0,1
feedback,367.75,1.0,1
feedback,382.5,1.0,1
feedback,395.25,1.0,1
feedback,415.0,1.0,1
feedback,436.75,1.0,1
