condition,onset,duration,value
root,12.0,2.0,1
root,23.75,2.0,1
root,42.5,2.0,1
root,59.25,2.0,1
root,73.0,2.0,1
root,93.75,2.0,1
root,112.5,2.0,1
root,134.25,2.0,1
root,147.0,2.0,1
root,168.75,2.0,1
root,188.5,2.0,1
root,207.25,2.0,1
root,222.0,2.0,1
root,240.75,2.0,1
root,257.5,2.0,1
root,273.25,2.0,1
root,289.0,2.0,1
root,307.75,2.0,1
root,327.5,2.0,1
root,345.25,2.0,1
root,361.0,2.0,1
root,375.75,2.0,1
root,392.5,2.0,1
root,411.25,2.0,1
root,427.0,2.0,1
choice,16.0,0.75,1
choice,29.75,0.75,1
choice,48.5,0.75,1
choice,66.25,0.75,1
choice,81.0,0.75,1
choice,99.75,0.75,1
choice,118.5,0.75,1
choice,140.25,0.75,1
choice,155.0,0.75,1
choice,177.75,0.75,1
choice,194.5,0.75,1
choice,212.25,0.75,1
choice,230.0,0.75,1
choice,245.75,0.75,1
choice,262.5,0.75,1
choice,280.25,0.75,1
choice,298.0,0.75,1
choice,314.75,0.75,1
choice,335.5,0.75,1
choice,351.25,0.75,1
choice,367.0,0.75,1
choice,383.75,0.75,1
choice,400.5,0.75,1
choice,415.25,0.75,1
choice,432.0,0.75,1
feedback,19.75,1.0,1
feedback,35.5,1.0,1
feedback,54.25,1.0,1
feedback,69.0,1.0,1
feedback,86.75,1.0,1
feedback,106.5,1.0,1
feedback,124.25,1.0,1
feedback,144.0,1.0,1
feedback,162.75,1.0,1
feedback,182.5,1.0,1
feedback,201.25,1.0,1
feedback,216.0,1.0,1
feedback,235.75,1.0,1
feedback,251.5,1.0,1
feedback,266.25,1.0,1
feedback,285.0,1.0,1
feedback,304.75,1.0,1
feedback,320.5,1.0,1
feedback,339.25,1.0,1
feedback,355.0,1.0,1
feedback,370.75,1.0,1
feedback,388.5,1.0,1
feedback,406.25,1.0,1
feedback,423.0,1.0,1
feedback,438.75,1.0,1
