condition,onset,duration,value
root,12.0,2.0,1
root,23.75,2.0,1
root,38.5,2.0,1
root,57.25,2.0,1
root,72.0,2.0,1
root,90.75,2.0,1
root,110.5,2.0,1
root,129.25,2.0,1
root,144.0,2.0,1
root,156.75,2.0,1
root,180.5,2.0,1
root,194.25,2.0,1
root,213.0,2.0,1
root,228.75,2.0,1
root,248.5,2.0,1
root,266.25,2.0,1
root,282.0,2.0,1
root,297.75,2.0,1
root,317.5,2.0,1
root,342.25,2.0,1
root,359.0,2.0,1
root,373.75,2.0,1
root,391.5,2.0,1
root,407.25,2.0,1
root,427.0,2.0,1
choice,18.0,0.75,1
choice,28.75,0.75,1
choice,44.5,0.75,1
choice,65.25,0.75,1
choice,80.0,0.75,1
choice,98.75,0.75,1
choice,118.5,0.75,1
choice,135.25,0.75,1
choice,149.0,0.75,1
choice,165.75,0.75,1
choice,186.5,0.75,1
choice,201.25,0.75,1
choice,219.0,0.75,1
choice,235.75,0.75,1
choice,254.5,0.75,1
choice,270.25,0.75,1
choice,288.0,0.75,1
choice,302.75,0.75,1
choice,325.5,0.75,1
choice,349.25,0.75,1
choice,363.0,0.75,1
choice,382.75,0.75,1
choice,396.5,0.75,1
choice,415.25,0.75,1
choice,433.0,0.75,1
feedback,20.75,1.0,1
feedback,34.5,1.0,1
feedback,51.25,1.0,1
feedback,69.0,1.0,1
feedback,85.75,1.0,1
feedback,104.5,1.0,1
feedback,122.25,1.0,1
feedback,140.0,1.0,1
feedback,152.75,1.0,1
feedback,173.5,1.0,1
feedback,190.25,1.0,1
feedback,207.0,1.0,1
feedback,222.75,1.0,1
feedback,242.5,1.0,1
feedback,259.25,1.0,1
feedback,276.0,1.0,1
feedback,294.75,1.0,1
feedback,310.5,1.0,1
feedback,332.25,1.0,1
feedback,353.0,1.0,1
feedback,368.75,1.0,1
feedback,387.5,1.0,1
feedback,402.25,1.0,1
feedback,421.0,1.0,1
feedback,436.75,1.0,1
