condition,onset,duration,value
root,12.0,2.0,1
root,23.75,2.0,1
root,39.5,2.0,1
root,59.25,2.0,1
root,74.0,2.0,1
root,92.75,2.0,1
root,112.5,2.0,1
root,129.25,2.0,1
root,146.0,2.0,1
root,167.75,2.0,1
root,181.5,2.0,1
root,194.25,2.0,1
root,210.0,2.0,1
root,228.75,2.0,1
root,247.5,2.0,1
root,264.25,2.0,1
root,284.0,2.0,1
root,302.75,2.0,1
root,322.5,2.0,1
root,338.25,2.0,1
root,356.0,2.0,1
root,375.75,2.0,1
root,391.5,2.0,1
root,409.25,2.0,1
root,429.0,2.0,1
choice,17.0,0.75,1
choice,29.75,0.75,1
choice,45.5,0.75,1
choice,64.25,0.75,1
choice,82.0,0.75,1
choice,99.75,0.75,1
choice,118.5,0.75,1
choice,137.25,0.75,1
choice,155.0,0.75,1
choice,175.75,0.75,1
choice,185.5,0.75,1
choice,202.25,0.75,1
choice,217.0,0.75,1
choice,237.75,0.75,1
choice,253.5,0.75,1
choice,269.25,0.75,1
choice,292.0,0.75,1
choice,308.75,0.75,1
choice,326.5,0.75,1
choice,344.25,0.75,1
choice,362.0,0.75,1
choice,382.75,0.75,1
choice,397.5,0.75,1
choice,417.25,0.75,1
choice,434.0,0.75,1
feedback,20.75,1.0,1
feedback,34.5,1.0,1
feedback,52.25,1.0,1
feedback,68.0,1.0,1
feedback,88.75,1.0,1
feedback,105.5,1.0,1
feedback,123.25,1.0,1
feedback,143.0,1.0,1
feedback,161.75,1.0,1
feedback,178.5,1.0,1
feedback,189.25,1.0,1
feedback,206.0,1.0,1
feedback,222.75,1.0,1
feedback,243.5,1.0,1
feedback,258.25,1.0,1
feedback,277.0,1.0,1
feedback,297.75,1.0,1
feedback,312.5,1.0,1
feedback,332.25,1.0,1
feedback,352.0,1.0,1
feedback,368.75,1.0,1
feedback,386.5,1.0,1
feedback,403.25,1.0,1
feedback,423.0,1.0,1
feedback,437.75,1.0,1
