condition,onset,duration,value
root,12.0,2.0,1
root,24.75,2.0,1
root,39.5,2.0,1
root,54.25,2.0,1
root,76.0,2.0,1
root,92.75,2.0,1
root,113.5,2.0,1
root,133.25,2.0,1
root,150.0,2.0,1
root,163.75,2.0,1
root,181.5,2.0,1
root,203.25,2.0,1
root,222.0,2.0,1
root,239.75,2.0,1
root,260.5,2.0,1
root,274.25,2.0,1
root,288.0,2.0,1
root,308.75,2.0,1
root,326.5,2.0,1
root,342.25,2.0,1
root,358.0,2.0,1
root,371.75,2.0,1
root,389.5,2.0,1
root,408.25,2.0,1
root,425.0,2.0,1
choice,17.0,0.75,1
choice,30.75,0.75,1
choice,46.5,0.75,1
choice,62.25,0.75,1
choice,81.0,0.75,1
choice,100.75,0.75,1
choice,119.5,0.75,1
choice,138.25,0.75,1
choice,157.0,0.75,1
choice,170.75,0.75,1
choice,189.5,0.75,1
choice,211.25,0.75,1
choice,228.0,0.75,1
choice,248.75,0.75,1
choice,266.5,0.75,1
choice,279.25,0.75,1
choice,296.0,0.75,1
choice,314.75,0.75,1
choice,332.5,0.75,1
choice,348.25,0.75,1
choice,362.0,0.75,1
choice,380.75,0.75,1
choice,397.5,0.75,1
choice,412.25,0.75,1
choice,431.0,0.75,1
feedback,20.75,1.0,1
feedback,34.5,1.0,1
feedback,50.25,1.0,1
feedback,66.0,1.0,1
feedback,88.75,1.0,1
feedback,106.5,1.0,1
feedback,127.25,1.0,1
feedback,144.0,1.0,1
feedback,160.75,1.0,1
feedback,176.5,1.0,1
feedback,196.25,1.0,1
feedback,216.0,1.0,1
feedback,233.75,1.0,1
feedback,254.5,1.0,1
feedback,269.25,1.0,1
feedback,284.0,1.0,1
feedback,301.75,1.0,1
feedback,319.5,1.0,1
feedback,336.25,1.0,1
feedback,355.0,1.0,1
feedback,365.75,1.0,1
feedback,386.5,1.0,1
feedback,404.25,1.0,1
feedback,419.0,1.0,1
feedback,436.75,1.0,1
