condition,onset,duration,value
root,12.0,2.0,1
root,23.75,2.0,1
root,37.5,2.0,1
root,54.25,2.0,1
root,71.0,2.0,1
root,91.75,2.0,1
root,107.5,2.0,1
root,126.25,2.0,1
root,145.0,2.0,1
root,160.75,2.0,1
root,181.5,2.0,1
root,196.25,2.0,1
root,216.0,2.0,1
root,229.75,2.0,1
root,247.5,2.0,1
root,264.25,2.0,1
root,284.0,2.0,1
root,301.75,2.0,1
root,321.5,2.0,1
root,339.25,2.0,1
root,356.0,2.0,1
root,374.75,2.0,1
root,390.5,2.0,1
root,407.25,2.0,1
root,424.0,2.0,1
choice,16.0,0.75,1
choice,29.75,0.75,1
choice,45.5,0.75,1
choice,62.25,0.75,1
choice,79.0,0.75,1
choice,99.75,0.75,1
choice,113.5,0.75,1
choice,132.25,0.75,1
choice,151.0,0.75,1
choice,169.75,0.75,1
choice,186.5,0.75,1
choice,203.25,0.75,1
choice,221.0,0.75,1
choice,235.75,0.75,1
choice,256.5,0.75,1
choice,270.25,0.75,1
choice,292.0,0.75,1
choice,309.75,0.75,1
choice,325.5,0.75,1
choice,344.25,0.75,1
choice,363.0,0.75,1
choice,379.75,0.75,1
choice,397.5,0.75,1
choice,413.25,0.75,1
choice,430.0,0.75,1
feedback,19.75,1.0,1
feedback,33.5,1.0,1
feedback,51.25,1.0,1
feedback,66.0,1.0,1
feedback,85.75,1.0,1
feedback,104.5,1.0,1
feedback,120.25,1.0,1
feedback,139.0,1.0,1
feedback,156.75,1.0,1
feedback,175.5,1.0,1
feedback,191.25,1.0,1
feedback,209.0,1.0,1
feedback,224.75,1.0,1
feedback,241.5,1.0,1
feedback,259.25,1.0,1
feedback,278.0,1.0,1
feedback,297.75,1.0,1
feedback,315.5,1.0,1
feedback,329.25,1.0,1
feedback,349.0,1.0,1
feedback,368.75,1.0,1
feedback,383.5,1.0,1
feedback,404.25,1.0,1
feedback,417.0,1.0,1
feedback,437.75,1.0,1
