condition,onset,duration,value
root,12.0,2.0,1
root,23.75,2.0,1
root,36.5,2.0,1
root,56.25,2.0,1
root,74.0,2.0,1
root,96.75,2.0,1
root,114.5,2.0,1
root,131.25,2.0,1
root,151.0,2.0,1
root,169.75,2.0,1
root,188.5,2.0,1
root,206.25,2.0,1
root,221.0,2.0,1
root,237.75,2.0,1
root,254.5,2.0,1
root,270.25,2.0,1
root,288.0,2.0,1
root,307.75,2.0,1
root,322.5,2.0,1
root,338.25,2.0,1
root,351.0,2.0,1
root,369.75,2.0,1
root,387.5,2.0,1
root,409.25,2.0,1
root,426.0,2.0,1
choice,17.0,0.75,1
choice,27.75,0.75,1
choice,44.5,0.75,1
choice,62.25,0.75,1
choice,81.0,0.75,1
choice,102.75,0.75,1
choice,120.5,0.75,1
choice,139.25,0.75,1
choice,159.0,0.75,1
choice,177.75,0.75,1
choice,194.5,0.75,1
choice,210.25,0.75,1
choice,228.0,0.75,1
choice,242.75,0.75,1
choice,260.5,0.75,1
choice,278.25,0.75,1
choice,295.0,0.75,1
choice,313.75,0.75,1
choice,328.5,0.75,1
choice,344.25,0.75,1
choice,360.0,0.75,1
choice,377.75,0.75,1
choice,396.5,0.75,1
choice,414.25,0.75,1
choice,431.0,0.75,1
feedback,20.75,1.0,1
feedback,31.5,1.0,1
feedback,49.25,1.0,1
feedback,67.0,1.0,1
feedback,86.75,1.0,1
feedback,108.5,1.0,1
feedback,126.25,1.0,1
feedback,146.0,1.0,1
feedback,165.75,1.0,1
feedback,185.5,1.0,1
feedback,200.25,1.0,1
feedback,214.0,1.0,1
feedback,233.75,1.0,1
feedback,248.5,1.0,1
feedback,264.25,1.0,1
feedback,282.0,1.0,1
feedback,301.75,1.0,1
feedback,316.5,1.0,1
feedback,332.25,1.0,1
feedback,348.0,1.0,1
feedback,365.75,1.0,1
feedback,383.5,1.0,1
feedback,404.25,1.0,1
feedback,419.0,1.0,1
feedback,437.75,1.0,1
