condition,onset,duration,value
root,12.0,2.0,1
root,22.75,2.0,1
root,42.5,2.0,1
root,57.25,2.0,1
root,75.0,2.0,1
root,91.75,2.0,1
root,107.5,2.0,1
root,126.25,2.0,1
root,143.0,2.0,1
root,163.75,2.0,1
root,182.5,2.0,1
root,201.25,2.0,1
root,218.0,2.0,1
root,237.75,2.0,1
root,254.5,2.0,1
root,273.25,2.0,1
root,287.0,2.0,1
root,313.75,2.0,1
root,330.5,2.0,1
root,348.25,2.0,1
root,361.0,2.0,1
root,376.75,2.0,1
root,391.5,2.0,1
root,409.25,2.0,1
root,424.0,2.0,1
choice,17.0,0.75,1
choice,30.75,0.75,1
choice,46.5,0.75,1
choice,63.25,0.75,1
choice,83.0,0.75,1
choice,97.75,0.75,1
choice,113.5,0.75,1
choice,132.25,0.75,1
choice,151.0,0.75,1
choice,171.75,0.75,1
choice,189.5,0.75,1
choice,207.25,0.75,1
choice,226.0,0.75,1
choice,242.75,0.75,1
choice,263.5,0.75,1
choice,280.25,0.75,1
choice,296.0,0.75,1
choice,319.75,0.75,1
choice,338.5,0.75,1
choice,354.25,0.75,1
choice,366.0,0.75,1
choice,380.75,0.75,1
choice,396.5,0.75,1
choice,415.25,0.75,1
choice,431.0,0.75,1
feedback,19.75,1.0,1
feedback,37.5,1.0,1
feedback,50.25,1.0,1
feedback,69.0,1.0,1
feedback,87.75,1.0,1
feedback,103.5,1.0,1
feedback,119.25,1.0,1
feedback,136.0,1.0,1
feedback,158.75,1.0,1
feedback,178.5,1.0,1
feedback,195.25,1.0,1
feedback,214.0,1.0,1
feedback,231.75,1.0,1
feedback,248.5,1.0,1
feedback,269.25,1.0,1
feedback,284.0,1.0,1
feedback,303.75,1.0,1
feedback,324.5,1.0,1
feedback,342.25,1.0,1
feedback,358.0,1.0,1
feedback,369.75,1.0,1
feedback,385.5,1.0,1
feedback,403.25,1.0,1
feedback,419.0,1.0,1
feedback,436.75,1.0,1
