condition,onset,duration,value
root,12.0,2.0,1
root,23.75,2.0,1
root,40.5,2.0,1
root,53.25,2.0,1
root,70.0,2.0,1
root,88.75,2.0,1
root,106.5,2.0,1
root,125.25,2.0,1
root,141.0,2.0,1
root,158.75,2.0,1
root,176.5,2.0,1
root,193.25,2.0,1
root,211.0,2.0,1
root,228.75,2.0,1
root,246.5,2.0,1
root,264.25,2.0,1
root,277.0,2.0,1
root,296.75,2.0,1
root,320.5,2.0,1
root,332.25,2.0,1
root,351.0,2.0,1
root,369.75,2.0,1
root,387.5,2.0,1
root,408.25,2.0,1
root,422.0,2.0,1
choice,16.0,0.75,1
choice,29.75,0.75,1
choice,45.5,0.75,1
choice,59.25,0.75,1
choice,78.0,0.75,1
choice,93.75,0.75,1
choice,112.5,0.75,1
choice,132.25,0.75,1
choice,149.0,0.75,1
choice,165.75,0.75,1
choice,185.5,0.75,1
choice,199.25,0.75,1
choice,217.0,0.75,1
choice,232.75,0.75,1
choice,254.5,0.75,1
choice,269.25,0.75,1
choice,284.0,0.75,1
choice,305.75,0.75,1
choice,325.5,0.75,1
choice,340.25,0.75,1
choice,359.0,0.75,1
choice,375.75,0.75,1
choice,393.5,0.75,1
choice,414.25,0.75,1
choice,430.0,0.75,1
feedback,19.75,1.0,1
feedback,35.5,1.0,1
feedback,48.25,1.0,1
feedback,64.0,1.0,1
feedback,84.75,1.0,1
feedback,99.5,1.0,1
feedback,119.25,1.0,1
feedback,138.0,1.0,1
feedback,152.75,1.0,1
feedback,169.5,1.0,1
feedback,189.25,1.0,1
feedback,205.0,1.0,1
feedback,222.75,1.0,1
feedback,240.5,1.0,1
feedback,261.25,1.0,1
feedback,273.0,1.0,1
feedback,289.75,1.0,1
feedback,313.5,1.0,1
feedback,329.25,1.0,1
feedback,345.0,1.0,1
feedback,364.75,1.0,1
feedback,382.5,1.0,1
feedback,398.25,1.0,1
feedback,418.0,1.0,1
feedback,435.75,1.0,1
