condition,onset,duration,value
root,12.0,2.0,1
root,23.75,2.0,1
root,38.5,2.0,1
root,50.25,2.0,1
root,70.0,2.0,1
root,90.75,2.0,1
root,104.5,2.0,1
root,124.25,2.0,1
root,142.0,2.0,1
root,165.75,2.0,1
root,179.5,2.0,1
root,196.25,2.0,1
root,214.0,2.0,1
root,231.75,2.0,1
root,244.5,2.0,1
root,258.25,2.0,1
root,276.0,2.0,1
root,294.75,2.0,1
root,311.5,2.0,1
root,337.25,2.0,1
root,354.0,2.0,1
root,368.75,2.0,1
root,383.5,2.0,1
root,410.25,2.0,1
root,428.0,2.0,1
root,448.75,2.0,1
root,465.5,2.0,1
root,477.25,2.0,1
root,501.0,2.0,1
root,515.75,2.0,1
choice,16.0,0.75,1
choice,29.75,0.75,1
choice,43.5,0.75,1
choice,56.25,0.75,1
choice,75.0,0.75,1
choice,97.75,0.75,1
choice,110.5,0.75,1
choice,130.25,0.75,1
choice,151.0,0.75,1
choice,172.75,0.75,1
choice,184.5,0.75,1
choice,204.25,0.75,1
choice,221.0,0.75,1
choice,235.75,0.75,1
choice,252.5,0.75,1
choice,264.25,0.75,1
choice,283.0,0.75,1
choice,303.75,0.75,1
choice,320.5,0.75,1
choice,344.25,0.75,1
choice,360.0,0.75,1
choice,377.75,0.75,1
choice,391.5,0.75,1
choice,417.25,0.75,1
choice,433.0,0.75,1
choice,454.75,0.75,1
choice,471.5,0.75,1
choice,487.25,0.75,1
choice,505.0,0.75,1
choice,521.75,0.75,1
feedback,19.75,1.0,1
feedback,35.5,1.0,1
feedback,46.25,1.0,1
feedback,62.0,1.0,1
feedback,84.75,1.0,1
feedback,101.5,1.0,1
feedback,118.25,1.0,1
feedback,135.0,1.0,1
feedback,159.75,1.0,1
feedback,176.5,1.0,1
feedback,189.25,1.0,1
feedback,210.0,1.0,1
feedback,227.75,1.0,1
feedback,238.5,1.0,1
feedback,255.25,1.0,1
feedback,268.0,1.0,1
feedback,287.75,1.0,1
feedback,308.5,1.0,1
feedback,333.25,1.0,1
feedback,349.0,1.0,1
feedback,364.75,1.0,1
feedback,380.5,1.0,1
feedback,399.25,1.0,1
feedback,422.0,1.0,1
feedback,441.75,1.0,1
feedback,460.5,1.0,1
feedback,474.25,1.0,1
feedback,492.0,1.0,1
feedback,507.75,1.0,1
feedback,527.5,1.0,1
