condition,onset,duration,value
root,12.0,2.0,1
root,25.75,2.0,1
root,37.5,2.0,1
root,58.25,2.0,1
root,75.0,2.0,1
root,91.75,2.0,1
root,108.5,2.0,1
root,127.25,2.0,1
root,149.0,2.0,1
root,170.75,2.0,1
root,187.5,2.0,1
root,200.25,2.0,1
root,220.0,2.0,1
root,231.75,2.0,1
root,249.5,2.0,1
root,273.25,2.0,1
root,289.0,2.0,1
root,309.75,2.0,1
root,326.5,2.0,1
root,342.25,2.0,1
root,365.0,2.0,1
root,384.75,2.0,1
root,403.5,2.0,1
root,414.25,2.0,1
root,428.0,2.0,1
root,450.75,2.0,1
root,461.5,2.0,1
root,478.25,2.0,1
root,499.0,2.0,1
root,514.75,2.0,1
choice,16.0,0.75,1
choice,31.75,0.75,1
choice,45.5,0.75,1
choice,63.25,0.75,1
choice,82.0,0.75,1
choice,99.75,0.75,1
choice,117.5,0.75,1
choice,133.25,0.75,1
choice,158.0,0.75,1
choice,177.75,0.75,1
choice,192.5,0.75,1
choice,206.25,0.75,1
choice,226.0,0.75,1
choice,238.75,0.75,1
choice,256.5,0.75,1
choice,281.25,0.75,1
choice,299.0,0.75,1
choice,314.75,0.75,1
choice,333.5,0.75,1
choice,351.25,0.75,1
choice,372.0,0.75,1
choice,390.75,0.75,1
choice,407.5,0.75,1
choice,420.25,0.75,1
choice,432.0,0.75,1
choice,455.75,0.75,1
choice,470.5,0.75,1
choice,484.25,0.75,1
choice,505.0,0.75,1
choice,520.75,0.75,1
feedback,20.75,1.0,1
feedback,34.5,1.0,1
feedback,55.25,1.0,1
feedback,69.0,1.0,1
feedback,84.75,1.0,1
feedback,104.5,1.0,1
feedback,123.25,1.0,1
feedback,142.0,1.0,1
feedback,164.75,1.0,1
feedback,183.5,1.0,1
feedback,197.25,1.0,1
feedback,211.0,1.0,1
feedback,228.75,1.0,1
feedback,246.5,1.0,1
feedback,262.25,1.0,1
feedback,285.0,1.0,1
feedback,301.75,1.0,1
feedback,318.5,1.0,1
feedback,338.25,1.0,1
feedback,359.0,1.0,1
feedback,376.75,1.0,1
feedback,396.5,1.0,1
feedback,411.25,1.0,1
feedback,425.0,1.0,1
feedback,444.75,1.0,1
feedback,458.5,1.0,1
feedback,474.25,1.0,1
feedback,493.0,1.0,1
feedback,507.75,1.0,1
feedback,525.5,1.0,1
