condition,onset,duration,value
root,12.0,2.0,1
root,23.75,2.0,1
root,37.5,2.0,1
root,56.25,2.0,1
root,71.0,2.0,1
root,89.75,2.0,1
root,105.5,2.0,1
root,121.25,2.0,1
root,144.0,2.0,1
root,154.75,2.0,1
root,169.5,2.0,1
root,191.25,2.0,1
root,204.0,2.0,1
root,223.75,2.0,1
root,244.5,2.0,1
root,261.25,2.0,1
root,278.0,2.0,1
root,292.75,2.0,1
root,316.5,2.0,1
root,334.25,2.0,1
root,349.0,2.0,1
root,367.75,2.0,1
root,380.5,2.0,1
root,399.25,2.0,1
root,423.0,2.0,1
root,438.75,2.0,1
root,463.5,2.0,1
root,485.25,2.0,1
root,499.0,2.0,1
root,516.75,2.0,1
choice,18.0,0.75,1
choice,29.75,0.75,1
choice,44.5,0.75,1
choice,65.25,0.75,1
choice,77.0,0.75,1
choice,96.75,0.75,1
choice,110.5,0.75,1
choice,129.25,0.75,1
choice,148.0,0.75,1
choice,162.75,0.75,1
choice,179.5,0.75,1
choice,197.25,0.75,1
choice,210.0,0.75,1
choice,232.75,0.75,1
choice,248.5,0.75,1
choice,266.25,0.75,1
choice,287.0,0.75,1
choice,297.75,0.75,1
choice,322.5,0.75,1
choice,338.25,0.75,1
choice,356.0,0.75,1
choice,372.75,0.75,1
choice,387.5,0.75,1
choice,406.25,0.75,1
choice,429.0,0.75,1
choice,447.75,0.75,1
choice,470.5,0.75,1
choice,491.25,0.75,1
choice,507.0,0.75,1
choice,522.75,0.75,1
feedback,20.75,1.0,1
feedback,32.5,1.0,1
feedback,49.25,1.0,1
feedback,68.0,1.0,1
feedback,81.75,1.0,1
feedback,102.5,1.0,1
feedback,117.25,1.0,1
feedback,135.0,1.0,1
feedback,151.75,1.0,1
feedback,165.5,1.0,1
feedback,187.25,1.0,1
feedback,201.0,1.0,1
feedback,215.75,1.0,1
feedback,237.5,1.0,1
feedback,257.25,1.0,1
feedback,272.0,1.0,1
feedback,289.75,1.0,1
feedback,310.5,1.0,1
feedback,330.25,1.0,1
feedback,343.0,1.0,1
feedback,360.75,1.0,1
feedback,377.5,1.0,1
feedback,393.25,1.0,1
feedback,415.0,1.0,1
feedback,431.75,1.0,1
feedback,452.5,1.0,1
feedback,480.25,1.0,1
feedback,496.0,1.0,1
feedback,510.75,1.0,1
feedback,526.5,1.0,1
