condition,onset,duration,value
root,12.0,2.0,1
root,22.75,2.0,1
root,38.5,2.0,1
root,54.25,2.0,1
root,70.0,2.0,1
root,86.75,2.0,1
root,100.5,2.0,1
root,122.25,2.0,1
root,144.0,2.0,1
root,164.75,2.0,1
root,180.5,2.0,1
root,209.25,2.0,1
root,220.0,2.0,1
root,234.75,2.0,1
root,252.5,2.0,1
root,270.25,2.0,1
root,285.0,2.0,1
root,300.75,2.0,1
root,326.5,2.0,1
root,341.25,2.0,1
root,367.0,2.0,1
root,384.75,2.0,1
root,401.5,2.0,1
root,420.25,2.0,1
root,436.0,2.0,1
root,454.75,2.0,1
root,467.5,2.0,1
root,487.25,2.0,1
root,501.0,2.0,1
root,515.75,2.0,1
choice,16.0,0.75,1
choice,26.75,0.75,1
choice,44.5,0.75,1
choice,61.25,0.75,1
choice,75.0,0.75,1
choice,92.75,0.75,1
choice,109.5,0.75,1
choice,128.25,0.75,1
choice,151.0,0.75,1
choice,172.75,0.75,1
choice,188.5,0.75,1
choice,214.25,0.75,1
choice,226.0,0.75,1
choice,242.75,0.75,1
choice,259.5,0.75,1
choice,276.25,0.75,1
choice,295.0,0.75,1
choice,309.75,0.75,1
choice,332.5,0.75,1
choice,350.25,0.75,1
choice,373.0,0.75,1
choice,391.75,0.75,1
choice,408.5,0.75,1
choice,426.25,0.75,1
choice,442.0,0.75,1
choice,459.75,0.75,1
choice,471.5,0.75,1
choice,494.25,0.75,1
choice,510.0,0.75,1
choice,520.75,0.75,1
feedback,18.75,1.0,1
feedback,30.5,1.0,1
feedback,48.25,1.0,1
feedback,66.0,1.0,1
feedback,79.75,1.0,1
feedback,96.5,1.0,1
feedback,114.25,1.0,1
feedback,137.0,1.0,1
feedback,158.75,1.0,1
feedback,175.5,1.0,1
feedback,198.25,1.0,1
feedback,217.0,1.0,1
feedback,230.75,1.0,1
feedback,245.5,1.0,1
feedback,264.25,1.0,1
feedback,282.0,1.0,1
feedback,297.75,1.0,1
feedback,317.5,1.0,1
feedback,338.25,1.0,1
feedback,359.0,1.0,1
feedback,378.75,1.0,1
feedback,396.5,1.0,1
feedback,413.25,1.0,1
feedback,432.0,1.0,1
feedback,448.75,1.0,1
feedback,464.5,1.0,1
feedback,484.25,1.0,1
feedback,498.0,1.0,1
feedback,512.75,1.0,1
feedback,526.5,1.0,1
