condition,onset,duration,value
root,12.0,2.0,1
root,24.75,2.0,1
root,47.5,2.0,1
root,64.25,2.0,1
root,80.0,2.0,1
root,94.75,2.0,1
root,114.5,2.0,1
root,139.25,2.0,1
root,158.0,2.0,1
root,170.75,2.0,1
root,189.5,2.0,1
root,208.25,2.0,1
root,222.0,2.0,1
root,236.75,2.0,1
root,252.5,2.0,1
root,274.25,2.0,1
root,293.0,2.0,1
root,308.75,2.0,1
root,326.5,2.0,1
root,343.25,2.0,1
root,358.0,2.0,1
root,378.75,2.0,1
root,388.5,2.0,1
root,406.25,2.0,1
root,430.0,2.0,1
root,450.75,2.0,1
root,468.5,2.0,1
root,482.25,2.0,1
root,498.0,2.0,1
root,518.75,2.0,1
choice,17.0,0.75,1
choice,31.75,0.75,1
choice,53.5,0.75,1
choice,70.25,0.75,1
choice,88.0,0.75,1
choice,104.75,0.75,1
choice,123.5,0.75,1
choice,143.25,0.75,1
choice,165.0,0.75,1
choice,176.75,0.75,1
choice,198.5,0.75,1
choice,215.25,0.75,1
choice,228.0,0.75,1
choice,241.75,0.75,1
choice,261.5,0.75,1
choice,281.25,0.75,1
choice,301.0,0.75,1
choice,314.75,0.75,1
choice,332.5,0.75,1
choice,349.25,0.75,1
choice,363.0,0.75,1
choice,382.75,0.75,1
choice,395.5,0.75,1
choice,412.25,0.75,1
choice,438.0,0.75,1
choice,455.75,0.75,1
choice,474.5,0.75,1
choice,489.25,0.75,1
choice,507.0,0.75,1
choice,522.75,0.75,1
feedback,19.75,1.0,1
feedback,44.5,1.0,1
feedback,56.25,1.0,1
feedback,77.0,1.0,1
feedback,91.75,1.0,1
feedback,110.5,1.0,1
feedback,133.25,1.0,1
feedback,151.0,1.0,1
feedback,167.75,1.0,1
feedback,181.5,1.0,1
feedback,202.25,1.0,1
feedback,218.0,1.0,1
feedback,232.75,1.0,1
feedback,246.5,1.0,1
feedback,267.25,1.0,1
feedback,287.0,1.0,1
feedback,304.75,1.0,1
feedback,319.5,1.0,1
feedback,337.25,1.0,1
feedback,355.0,1.0,1
feedback,367.75,1.0,1
feedback,385.5,1.0,1
feedback,403.25,1.0,1
feedback,421.0,1.0,1
feedback,442.75,1.0,1
feedback,461.5,1.0,1
feedback,477.25,1.0,1
feedback,494.0,1.0,1
feedback,515.75,1.0,1
feedback,526.5,1.0,1
