condition,onset,duration,value
root,12.0,2.0,1
root,23.75,2.0,1
root,38.5,2.0,1
root,60.25,2.0,1
root,77.0,2.0,1
root,96.75,2.0,1
root,109.5,2.0,1
root,134.25,2.0,1
root,157.0,2.0,1
root,170.75,2.0,1
root,182.5,2.0,1
root,204.25,2.0,1
root,225.0,2.0,1
root,239.75,2.0,1
root,259.5,2.0,1
root,275.25,2.0,1
root,287.0,2.0,1
root,310.75,2.0,1
root,328.5,2.0,1
root,347.25,2.0,1
root,361.0,2.0,1
root,383.75,2.0,1
root,394.5,2.0,1
root,414.25,2.0,1
root,430.0,2.0,1
root,451.75,2.0,1
root,465.5,2.0,1
root,480.25,2.0,1
root,496.0,2.0,1
root,512.75,2.0,1
choice,16.0,0.75,1
choice,29.75,0.75,1
choice,45.5,0.75,1
choice,66.25,0.75,1
choice,84.0,0.75,1
choice,103.75,0.75,1
choice,117.5,0.75,1
choice,140.25,0.75,1
choice,163.0,0.75,1
choice,174.75,0.75,1
choice,192.5,0.75,1
choice,211.25,0.75,1
choice,231.0,0.75,1
choice,248.75,0.75,1
choice,265.5,0.75,1
choice,280.25,0.75,1
choice,294.0,0.75,1
choice,316.75,0.75,1
choice,332.5,0.75,1
choice,353.25,0.75,1
choice,370.0,0.75,1
choice,388.75,0.75,1
choice,402.5,0.75,1
choice,423.25,0.75,1
choice,435.0,0.75,1
choice,458.75,0.75,1
choice,474.5,0.75,1
choice,486.25,0.75,1
choice,501.0,0.75,1
choice,520.75,0.75,1
feedback,20.75,1.0,1
feedback,34.5,1.0,1
feedback,52.25,1.0,1
feedback,70.0,1.0,1
feedback,89.75,1.0,1
feedback,106.5,1.0,1
feedback,130.25,1.0,1
feedback,149.0,1.0,1
feedback,167.75,1.0,1
feedback,179.5,1.0,1
feedback,198.25,1.0,1
feedback,219.0,1.0,1
feedback,236.75,1.0,1
feedback,253.5,1.0,1
feedback,271.25,1.0,1
feedback,284.0,1.0,1
feedback,301.75,1.0,1
feedback,321.5,1.0,1
feedback,341.25,1.0,1
feedback,357.0,1.0,1
feedback,372.75,1.0,1
feedback,391.5,1.0,1
feedback,408.25,1.0,1
feedback,426.0,1.0,1
feedback,444.75,1.0,1
feedback,461.5,1.0,1
feedback,477.25,1.0,1
feedback,491.0,1.0,1
feedback,504.75,1.0,1
feedback,525.5,1.0,1
