condition,onset,duration,value
root,12.0,2.0,1
root,22.75,2.0,1
root,39.5,2.0,1
root,61.25,2.0,1
root,73.0,2.0,1
root,86.75,2.0,1
root,110.5,2.0,1
root,137.25,2.0,1
root,157.0,2.0,1
root,172.75,2.0,1
root,190.5,2.0,1
root,210.25,2.0,1
root,227.0,2.0,1
root,241.75,2.0,1
root,260.5,2.0,1
root,280.25,2.0,1
root,295.0,2.0,1
root,311.75,2.0,1
root,326.5,2.0,1
root,340.25,2.0,1
root,354.0,2.0,1
root,373.75,2.0,1
root,390.5,2.0,1
root,409.25,2.0,1
root,428.0,2.0,1
root,449.75,2.0,1
root,461.5,2.0,1
root,474.25,2.0,1
root,492.0,2.0,1
root,515.75,2.0,1
choice,16.0,0.75,1
choice,31.75,0.75,1
choice,48.5,0.75,1
choice,67.25,0.75,1
choice,79.0,0.75,1
choice,92.75,0.75,1
choice,117.5,0.75,1
choice,145.25,0.75,1
choice,164.0,0.75,1
choice,178.75,0.75,1
choice,195.5,0.75,1
choice,219.25,0.75,1
choice,234.0,0.75,1
choice,246.75,0.75,1
choice,269.5,0.75,1
choice,286.25,0.75,1
choice,302.0,0.75,1
choice,315.75,0.75,1
choice,331.5,0.75,1
choice,348.25,0.75,1
choice,364.0,0.75,1
choice,380.75,0.75,1
choice,394.5,0.75,1
choice,416.25,0.75,1
choice,434.0,0.75,1
choice,455.75,0.75,1
choice,467.5,0.75,1
choice,479.25,0.75,1
choice,500.0,0.75,1
choice,521.75,0.75,1
feedback,18.75,1.0,1
feedback,36.5,1.0,1
feedback,54.25,1.0,1
feedback,70.0,1.0,1
feedback,83.75,1.0,1
feedback,101.5,1.0,1
feedback,130.25,1.0,1
feedback,151.0,1.0,1
feedback,169.75,1.0,1
feedback,183.5,1.0,1
feedback,199.25,1.0,1
feedback,223.0,1.0,1
feedback,238.75,1.0,1
feedback,254.5,1.0,1
feedback,274.25,1.0,1
feedback,290.0,1.0,1
feedback,307.75,1.0,1
feedback,318.5,1.0,1
feedback,336.25,1.0,1
feedback,351.0,1.0,1
feedback,369.75,1.0,1
feedback,385.5,1.0,1
feedback,401.25,1.0,1
feedback,421.0,1.0,1
feedback,441.75,1.0,1
feedback,458.5,1.0,1
feedback,471.25,1.0,1
feedback,488.0,1.0,1
feedback,509.75,1.0,1
feedback,524.5,1.0,1
