condition,onset,duration,value
root,12.0,2.0,1
root,21.75,2.0,1
root,40.5,2.0,1
root,58.25,2.0,1
root,75.0,2.0,1
root,99.75,2.0,1
root,115.5,2.0,1
root,130.25,2.0,1
root,149.0,2.0,1
root,166.75,2.0,1
root,184.5,2.0,1
root,197.25,2.0,1
root,216.0,2.0,1
root,236.75,2.0,1
root,251.5,2.0,1
root,273.25,2.0,1
root,290.0,2.0,1
root,309.75,2.0,1
root,325.5,2.0,1
root,341.25,2.0,1
root,357.0,2.0,1
root,376.75,2.0,1
root,394.5,2.0,1
root,412.25,2.0,1
root,431.0,2.0,1
root,441.75,2.0,1
root,460.5,2.0,1
root,475.25,2.0,1
root,491.0,2.0,1
root,508.75,2.0,1
choice,16.0,0.75,1
choice,28.75,0.75,1
choice,45.5,0.75,1
choice,65.25,0.75,1
choice,83.0,0.75,1
choice,108.75,0.75,1
choice,122.5,0.75,1
choice,136.25,0.75,1
choice,158.0,0.75,1
choice,172.75,0.75,1
choice,188.5,0.75,1
choice,205.25,0.75,1
choice,221.0,0.75,1
choice,242.75,0.75,1
choice,257.5,0.75,1
choice,279.25,0.75,1
choice,297.0,0.75,1
choice,316.75,0.75,1
choice,335.5,0.75,1
choice,346.25,0.75,1
choice,363.0,0.75,1
choice,382.75,0.75,1
choice,400.5,0.75,1
choice,417.25,0.75,1
choice,435.0,0.75,1
choice,449.75,0.75,1
choice,466.5,0.75,1
choice,482.25,0.75,1
choice,500.0,0.75,1
choice,517.75,0.75,1
feedback,18.75,1.0,1
feedback,36.5,1.0,1
feedback,55.25,1.0,1
feedback,70.0,1.0,1
feedback,91.75,1.0,1
feedback,111.5,1.0,1
feedback,126.25,1.0,1
feedback,141.0,1.0,1
feedback,161.75,1.0,1
feedback,178.5,1.0,1
feedback,191.25,1.0,1
feedback,210.0,1.0,1
feedback,229.75,1.0,1
feedback,245.5,1.0,1
feedback,270.25,1.0,1
feedback,286.0,1.0,1
feedback,302.75,1.0,1
feedback,322.5,1.0,1
feedback,338.25,1.0,1
feedback,351.0,1.0,1
feedback,365.75,1.0,1
feedback,386.5,1.0,1
feedback,405.25,1.0,1
feedback,422.0,1.0,1
feedback,438.75,1.0,1
feedback,457.5,1.0,1
feedback,471.25,1.0,1
feedback,487.0,1.0,1
feedback,505.75,1.0,1
feedback,523.5,1.0,1
