condition,onset,duration,value
root,12.0,2.0,1
root,23.75,2.0,1
root,33.5,2.0,1
root,57.25,2.0,1
root,78.0,2.0,1
root,98.75,2.0,1
root,111.5,2.0,1
root,141.25,2.0,1
root,160.0,2.0,1
root,173.75,2.0,1
root,189.5,2.0,1
root,205.25,2.0,1
root,227.0,2.0,1
root,241.75,2.0,1
root,261.5,2.0,1
root,284.25,2.0,1
root,297.0,2.0,1
root,308.75,2.0,1
root,328.5,2.0,1
root,342.25,2.0,1
root,363.0,2.0,1
root,380.75,2.0,1
root,396.5,2.0,1
root,414.25,2.0,1
root,430.0,2.0,1
root,449.75,2.0,1
root,462.5,2.0,1
root,480.25,2.0,1
root,501.0,2.0,1
root,518.75,2.0,1
choice,18.0,0.75,1
choice,27.75,0.75,1
choice,42.5,0.75,1
choice,66.25,0.75,1
choice,85.0,0.75,1
choice,102.75,0.75,1
choice,120.5,0.75,1
choice,150.25,0.75,1
choice,166.0,0.75,1
choice,178.75,0.75,1
choice,194.5,0.75,1
choice,212.25,0.75,1
choice,233.0,0.75,1
choice,249.75,0.75,1
choice,268.5,0.75,1
choice,289.25,0.75,1
choice,302.0,0.75,1
choice,318.75,0.75,1
choice,335.5,0.75,1
choice,350.25,0.75,1
choice,367.0,0.75,1
choice,387.75,0.75,1
choice,403.5,0.75,1
choice,420.25,0.75,1
choice,436.0,0.75,1
choice,455.75,0.75,1
choice,468.5,0.75,1
choice,488.25,0.75,1
choice,507.0,0.75,1
choice,524.75,0.75,1
feedback,20.75,1.0,1
feedback,30.5,1.0,1
feedback,51.25,1.0,1
feedback,71.0,1.0,1
feedback,94.75,1.0,1
feedback,105.5,1.0,1
feedback,133.25,1.0,1
feedback,156.0,1.0,1
feedback,170.75,1.0,1
feedback,186.5,1.0,1
feedback,202.25,1.0,1
feedback,221.0,1.0,1
feedback,237.75,1.0,1
feedback,255.5,1.0,1
feedback,273.25,1.0,1
feedback,294.0,1.0,1
feedback,304.75,1.0,1
feedback,323.5,1.0,1
feedback,339.25,1.0,1
feedback,354.0,1.0,1
feedback,372.75,1.0,1
feedback,391.5,1.0,1
feedback,407.25,1.0,1
feedback,426.0,1.0,1
feedback,442.75,1.0,1
feedback,458.5,1.0,1
feedback,474.25,1.0,1
feedback,493.0,1.0,1
feedback,511.75,1.0,1
feedback,527.5,1.0,1
