condition,onset,duration,value
root,12.0,2.0,1
root,23.75,2.0,1
root,44.5,2.0,1
root,57.25,2.0,1
root,73.0,2.0,1
root,91.75,2.0,1
root,119.5,2.0,1
root,136.25,2.0,1
root,152.0,2.0,1
root,172.75,2.0,1
root,187.5,2.0,1
root,207.25,2.0,1
root,224.0,2.0,1
root,243.75,2.0,1
root,263.5,2.0,1
root,278.25,2.0,1
root,291.0,2.0,1
root,307.75,2.0,1
root,328.5,2.0,1
root,347.25,2.0,1
root,367.0,2.0,1
root,380.75,2.0,1
root,395.5,2.0,1
root,411.25,2.0,1
root,426.0,2.0,1
root,443.75,2.0,1
root,468.5,2.0,1
root,479.25,2.0,1
root,497.0,2.0,1
root,512.75,2.0,1
choice,17.0,0.75,1
choice,27.75,0.75,1
choice,48.5,0.75,1
choice,62.25,0.75,1
choice,82.0,0.75,1
choice,101.75,0.75,1
choice,126.5,0.75,1
choice,142.25,0.75,1
choice,159.0,0.75,1
choice,178.75,0.75,1
choice,193.5,0.75,1
choice,215.25,0.75,1
choice,230.0,0.75,1
choice,249.75,0.75,1
choice,270.5,0.75,1
choice,284.25,0.75,1
choice,300.0,0.75,1
choice,313.75,0.75,1
choice,335.5,0.75,1
choice,355.25,0.75,1
choice,374.0,0.75,1
choice,384.75,0.75,1
choice,404.5,0.75,1
choice,418.25,0.75,1
choice,432.0,0.75,1
choice,452.75,0.75,1
choice,473.5,0.75,1
choice,485.25,0.75,1
choice,502.0,0.75,1
choice,520.75,0.75,1
feedback,20.75,1.0,1
feedback,37.5,1.0,1
feedback,53.25,1.0,1
feedback,67.0,1.0,1
feedback,84.75,1.0,1
feedback,114.5,1.0,1
feedback,131.25,1.0,1
feedback,149.0,1.0,1
feedback,161.75,1.0,1
feedback,184.5,1.0,1
feedback,199.25,1.0,1
feedback,220.0,1.0,1
feedback,235.75,1.0,1
feedback,257.5,1.0,1
feedback,274.25,1.0,1
feedback,287.0,1.0,1
feedback,304.75,1.0,1
feedback,319.5,1.0,1
feedback,340.25,1.0,1
feedback,363.0,1.0,1
feedback,377.75,1.0,1
feedback,387.5,1.0,1
feedback,407.25,1.0,1
feedback,423.0,1.0,1
feedback,437.75,1.0,1
feedback,461.5,1.0,1
feedback,476.25,1.0,1
feedback,494.0,1.0,1
feedback,506.75,1.0,1
feedback,524.5,1.0,1
